date,temperature_2m,wind_speed_10m,wind_direction_10m,wind_gusts_10m
2026-01-29T16:00,9.9,4.2,133,12.6
2026-01-29T17:00,9.9,5.9,145,11.2
2026-01-29T18:00,9.5,7.6,144,14.4
2026-01-29T19:00,8.4,7.8,154,14.8
2026-01-29T20:00,7.3,7.0,162,14.8
2026-01-29T21:00,7.5,8.9,193,15.8
2026-01-29T22:00,7.3,9.6,201,17.6
2026-01-29T23:00,6.6,7.4,193,17.6
2026-01-30T00:00,6.8,10.7,237,17.3
2026-01-30T01:00,8.1,18.4,284,34.9
2026-01-30T02:00,8.6,23.1,261,36.0
2026-01-30T03:00,8.2,20.3,259,43.9
2026-01-30T04:00,7.9,23.2,267,46.1
2026-01-30T05:00,7.8,20.4,261,44.3
2026-01-30T06:00,7.5,21.7,258,45.4
2026-01-30T07:00,6.4,18.6,252,45.4
2026-01-30T08:00,7.8,19.8,269,44.3
2026-01-30T09:00,8.1,17.5,268,42.1
2026-01-30T10:00,7.9,16.3,262,34.6
2026-01-30T11:00,8.9,11.0,251,32.4
2026-01-30T12:00,10.1,6.9,250,21.6
2026-01-30T13:00,11.4,5.9,247,17.3
2026-01-30T14:00,13.2,11.9,267,16.9
2026-01-30T15:00,14.1,12.0,279,30.2
2026-01-30T16:00,14.0,5.1,293,27.7
2026-01-30T17:00,13.9,0.7,90,13.7
2026-01-30T18:00,12.9,1.5,159,6.1
2026-01-30T19:00,11.1,2.7,148,5.0
2026-01-30T20:00,10.8,8.5,205,9.4
2026-01-30T21:00,10.1,6.6,248,16.2
2026-01-30T22:00,9.3,2.2,294,10.8
2026-01-30T23:00,8.9,0.7,104,2.5
2026-01-31T00:00,8.1,1.7,41,2.2
2026-01-31T01:00,7.9,8.2,331,11.2
2026-01-31T02:00,7.7,9.5,1,24.5
2026-01-31T03:00,7.4,7.3,340,18.7
2026-01-31T04:00,6.8,5.3,294,14.0
2026-01-31T05:00,6.2,19.7,258,37.8
2026-01-31T06:00,5.6,14.8,267,38.5
2026-01-31T07:00,6.0,14.8,254,28.4
2026-01-31T08:00,5.7,15.3,253,32.0
2026-01-31T09:00,6.1,16.9,259,33.5
2026-01-31T10:00,6.2,17.7,257,34.9
2026-01-31T11:00,6.3,18.5,259,37.8
2026-01-31T12:00,7.5,21.6,267,45.0
2026-01-31T13:00,8.9,20.4,267,46.1
2026-01-31T14:00,9.6,20.4,266,49.3
2026-01-31T15:00,10.2,21.5,265,47.5
2026-01-31T16:00,10.4,24.2,265,51.8
2026-01-31T17:00,9.1,21.9,250,58.7
2026-01-31T18:00,8.1,19.5,256,51.8
2026-01-31T19:00,7.9,19.9,261,42.1
2026-01-31T20:00,8.4,18.5,263,41.4
2026-01-31T21:00,7.9,18.2,273,40.7
2026-01-31T22:00,8.1,20.6,276,40.7
2026-01-31T23:00,8.4,21.7,279,42.1
2026-02-01T00:00,8.3,21.0,275,40.7
2026-02-01T01:00,7.8,20.0,268,41.8
2026-02-01T02:00,8.2,18.1,265,41.8
2026-02-01T03:00,7.8,18.0,263,36.0
2026-02-01T04:00,7.5,14.7,263,34.9
2026-02-01T05:00,7.6,13.0,264,27.4
2026-02-01T06:00,7.1,11.7,261,24.8
2026-02-01T07:00,6.3,10.0,253,21.6
2026-02-01T08:00,6.6,9.0,255,18.4
2026-02-01T09:00,6.7,8.4,255,16.6
2026-02-01T10:00,7.3,7.5,253,15.5
2026-02-01T11:00,8.1,8.2,244,15.8
2026-02-01T12:00,8.9,3.9,196,14.8
2026-02-01T13:00,10.6,6.5,242,17.3
2026-02-01T14:00,11.3,7.0,215,20.2
2026-02-01T15:00,12.4,9.5,251,23.8
2026-02-01T16:00,12.9,9.6,273,25.9
2026-02-01T17:00,12.4,4.9,231,22.7
2026-02-01T18:00,11.8,3.1,216,11.5
2026-02-01T19:00,11.2,4.6,231,7.9
2026-02-01T20:00,11.2,7.2,231,12.6
2026-02-01T21:00,10.4,4.5,233,14.4
2026-02-01T22:00,9.9,5.6,195,12.2
2026-02-01T23:00,9.4,7.4,166,13.3
2026-02-02T00:00,8.8,7.9,156,16.2
2026-02-02T01:00,8.1,8.5,151,15.5
2026-02-02T02:00,8.1,10.9,123,16.2
2026-02-02T03:00,7.9,12.6,123,23.4
2026-02-02T04:00,7.8,14.2,125,26.6
2026-02-02T05:00,7.9,15.1,118,28.8
2026-02-02T06:00,8.1,13.0,121,28.1
2026-02-02T07:00,8.1,13.3,122,25.6
2026-02-02T08:00,8.3,14.8,139,25.9
2026-02-02T09:00,8.2,17.3,138,33.1
2026-02-02T10:00,9.0,20.1,132,40.3
2026-02-02T11:00,10.0,18.0,132,40.7
2026-02-02T12:00,11.5,17.5,130,38.5
2026-02-02T13:00,12.0,16.1,129,36.4
2026-02-02T14:00,13.2,17.7,133,38.2
2026-02-02T15:00,13.6,11.3,126,36.7
2026-02-02T16:00,14.6,15.7,130,34.2
2026-02-02T17:00,14.8,15.6,145,34.6
2026-02-02T18:00,13.5,21.5,140,45.0
2026-02-02T19:00,12.4,21.2,142,44.6
2026-02-02T20:00,12.1,13.9,119,42.8
2026-02-02T21:00,11.6,1.3,82,27.4
2026-02-02T22:00,11.1,11.9,325,23.4
2026-02-02T23:00,10.4,20.7,299,43.2
2026-02-03T00:00,9.4,8.7,343,40.3
2026-02-03T01:00,8.7,6.2,21,18.4
2026-02-03T02:00,7.7,4.0,144,10.4
2026-02-03T03:00,7.4,6.6,257,9.0
2026-02-03T04:00,6.9,5.8,196,14.4
2026-02-03T05:00,6.2,8.7,159,16.2
2026-02-03T06:00,6.2,8.9,156,16.9
2026-02-03T07:00,5.3,5.6,155,16.6
2026-02-03T08:00,5.6,10.5,151,16.2
2026-02-03T09:00,5.2,10.7,143,19.1
2026-02-03T10:00,5.8,13.6,133,24.5
2026-02-03T11:00,8.1,13.6,134,26.6
2026-02-03T12:00,10.4,10.6,140,24.8
2026-02-03T13:00,12.3,11.2,140,25.9
2026-02-03T14:00,13.6,13.8,125,31.7
2026-02-03T15:00,14.0,14.3,134,32.8
2026-02-03T16:00,13.8,10.9,141,32.4
2026-02-03T17:00,13.1,7.8,157,24.8
2026-02-03T18:00,12.3,4.9,184,17.3
2026-02-03T19:00,10.4,3.4,155,9.4
2026-02-03T20:00,9.2,3.6,87,7.6
2026-02-03T21:00,8.4,2.7,122,9.4
2026-02-03T22:00,7.9,1.4,90,4.0
2026-02-03T23:00,7.4,4.8,101,7.9
2026-02-04T00:00,6.2,5.2,119,9.4
2026-02-04T01:00,5.6,7.0,108,11.9
2026-02-04T02:00,5.9,8.6,131,14.8
2026-02-04T03:00,5.8,10.4,134,18.4
2026-02-04T04:00,5.9,12.3,127,23.0
2026-02-04T05:00,6.2,13.8,130,25.6
2026-02-04T06:00,6.1,13.3,126,27.4
2026-02-04T07:00,5.5,12.2,124,24.8
2026-02-04T08:00,5.7,14.1,127,26.3
2026-02-04T09:00,5.7,14.7,133,27.4
2026-02-04T10:00,6.2,15.6,142,30.2
2026-02-04T11:00,7.8,13.4,145,30.6
2026-02-04T12:00,8.7,11.7,144,28.1
2026-02-04T13:00,9.4,13.0,151,27.0
2026-02-04T14:00,11.8,9.9,168,26.6
2026-02-04T15:00,12.0,8.9,216,21.6
2026-02-04T16:00,10.8,8.7,275,22.0
2026-02-04T17:00,10.4,1.3,34,19.4
2026-02-04T18:00,10.6,4.3,175,10.8
2026-02-04T19:00,9.6,6.9,131,11.5
2026-02-04T20:00,9.1,9.8,150,20.9
2026-02-04T21:00,8.6,12.1,155,22.7
2026-02-04T22:00,8.4,12.9,153,24.8
2026-02-04T23:00,7.8,12.3,146,24.5
2026-02-05T00:00,7.4,12.7,148,23.4
2026-02-05T01:00,7.2,14.2,144,27.4
2026-02-05T02:00,6.8,12.7,149,27.4
2026-02-05T03:00,6.8,13.1,146,25.2
2026-02-05T04:00,6.6,14.6,150,28.4
2026-02-05T05:00,6.8,15.2,145,30.6
2026-02-05T06:00,6.8,17.0,146,32.4
2026-02-05T07:00,7.3,17.7,140,34.9
2026-02-05T08:00,7.9,17.4,144,34.2
2026-02-05T09:00,8.1,19.6,136,38.5
2026-02-05T10:00,8.7,19.6,136,39.2
2026-02-05T11:00,9.9,20.6,128,44.3
2026-02-05T12:00,10.1,22.8,137,46.1
2026-02-05T13:00,9.9,27.3,140,57.6
2026-02-05T14:00,9.1,22.6,139,57.2
2026-02-05T15:00,9.3,16.1,151,43.6
2026-02-05T16:00,9.9,15.6,164,29.9
2026-02-05T17:00,9.8,18.8,144,35.6
2026-02-05T18:00,10.0,13.3,167,34.9
2026-02-05T19:00,8.9,6.9,175,24.8
2026-02-05T20:00,9.1,10.0,214,12.6
2026-02-05T21:00,9.7,9.2,274,18.4
2026-02-05T22:00,8.2,6.3,257,16.2
2026-02-05T23:00,7.4,5.9,239,9.7
2026-02-06T00:00,7.2,7.1,251,11.5
2026-02-06T01:00,8.6,11.9,256,19.8
2026-02-06T02:00,9.1,14.9,271,28.4
2026-02-06T03:00,8.4,9.7,271,32.0
2026-02-06T04:00,8.2,12.6,253,23.0
2026-02-06T05:00,7.7,6.9,263,23.4
2026-02-06T06:00,6.9,7.6,251,13.0
2026-02-06T07:00,6.4,6.2,224,14.8
2026-02-06T08:00,7.3,7.1,246,10.4
2026-02-06T09:00,6.8,7.1,297,15.5
2026-02-06T10:00,8.3,11.9,272,21.2
2026-02-06T11:00,9.0,6.2,216,21.2
2026-02-06T12:00,10.3,4.2,245,18.7
2026-02-06T13:00,11.2,5.2,258,26.3
2026-02-06T14:00,12.0,4.0,172,25.6
2026-02-06T15:00,12.9,2.8,169,25.2
2026-02-06T16:00,12.9,1.5,194,22.3
2026-02-06T17:00,13.1,4.0,153,17.6
2026-02-06T18:00,12.9,3.3,171,11.9
2026-02-06T19:00,11.3,4.1,135,6.5
2026-02-06T20:00,10.1,8.3,94,13.3
2026-02-06T21:00,9.2,8.8,113,15.8
2026-02-06T22:00,8.6,8.7,96,16.6
2026-02-06T23:00,8.1,6.3,114,15.8
2026-02-07T00:00,7.7,5.2,102,11.5
2026-02-07T01:00,6.8,4.5,175,9.0
2026-02-07T02:00,7.4,14.7,298,15.5
2026-02-07T03:00,7.4,10.4,328,31.0
2026-02-07T04:00,7.2,3.6,217,19.1
2026-02-07T05:00,6.9,7.9,78,16.6
2026-02-07T06:00,6.4,8.7,185,16.2
2026-02-07T07:00,5.3,7.6,185,19.4
2026-02-07T08:00,5.3,6.5,178,14.4
2026-02-07T09:00,4.8,3.7,151,11.9
2026-02-07T10:00,5.1,6.2,172,10.1
2026-02-07T11:00,7.6,7.1,196,15.8
2026-02-07T12:00,9.7,6.3,250,17.6
2026-02-07T13:00,11.2,8.8,285,22.7
2026-02-07T14:00,12.2,7.6,295,25.6
2026-02-07T15:00,12.9,6.6,307,20.9
2026-02-07T16:00,13.1,3.9,323,19.1
2026-02-07T17:00,13.1,0.6,236,13.3
2026-02-07T18:00,12.6,2.4,126,6.8
2026-02-07T19:00,10.4,5.6,112,10.4
2026-02-07T20:00,9.0,8.8,102,14.8
2026-02-07T21:00,8.4,11.5,100,21.2
2026-02-07T22:00,8.1,12.1,102,23.4
2026-02-07T23:00,7.6,10.4,98,23.0
2026-02-08T00:00,6.9,7.8,81,19.1
2026-02-08T01:00,6.5,8.3,74,17.3
2026-02-08T02:00,6.4,4.8,105,15.1
2026-02-08T03:00,6.9,6.5,98,11.9
2026-02-08T04:00,7.1,5.2,74,13.0
2026-02-08T05:00,6.5,3.0,52,9.7
2026-02-08T06:00,6.3,0.9,11,4.7
2026-02-08T07:00,6.4,1.3,270,2.5
2026-02-08T08:00,6.2,6.9,276,6.8
2026-02-08T09:00,5.9,5.0,257,12.2
2026-02-08T10:00,7.1,4.6,222,9.7
2026-02-08T11:00,8.1,4.6,198,8.3
2026-02-08T12:00,9.1,5.0,240,13.7
2026-02-08T13:00,9.8,6.3,250,16.6
2026-02-08T14:00,10.4,10.6,266,24.8
2026-02-08T15:00,10.6,10.8,267,28.4
2026-02-08T16:00,10.8,10.6,259,25.2
2026-02-08T17:00,10.6,8.9,251,24.5
2026-02-08T18:00,10.6,6.1,230,19.8
2026-02-08T19:00,9.5,5.7,212,13.7
2026-02-08T20:00,9.1,6.6,233,11.2
2026-02-08T21:00,8.8,9.2,264,18.7
2026-02-08T22:00,8.5,9.8,275,18.4
2026-02-08T23:00,8.3,11.0,276,20.5
2026-02-09T00:00,8.1,11.3,272,22.0
2026-02-09T01:00,8.1,9.4,266,21.2
2026-02-09T02:00,7.8,9.7,245,17.6
2026-02-09T03:00,8.1,10.6,249,22.0
2026-02-09T04:00,7.8,7.9,258,19.8
2026-02-09T05:00,6.7,3.3,225,14.4
2026-02-09T06:00,5.7,6.0,175,11.2
2026-02-09T07:00,4.6,5.2,176,11.5
2026-02-09T08:00,4.8,6.5,138,10.1
2026-02-09T09:00,4.7,5.1,126,11.2
2026-02-09T10:00,5.6,7.4,112,12.6
2026-02-09T11:00,6.9,5.2,117,13.7
2026-02-09T12:00,8.3,8.0,132,17.6
2026-02-09T13:00,9.6,7.8,140,20.2
2026-02-09T14:00,10.1,5.5,142,19.8
2026-02-09T15:00,10.9,4.8,160,14.8
2026-02-09T16:00,10.6,8.9,142,17.6
2026-02-09T17:00,11.8,11.0,152,24.8
2026-02-09T18:00,11.4,10.8,143,24.1
2026-02-09T19:00,10.2,10.0,150,22.0
2026-02-09T20:00,9.9,14.5,132,24.1
2026-02-09T21:00,9.4,13.5,137,28.4
2026-02-09T22:00,9.1,11.4,149,25.9
2026-02-09T23:00,9.1,10.9,167,22.0
2026-02-10T00:00,8.8,11.5,184,22.0
2026-02-10T01:00,8.4,13.6,186,24.8
2026-02-10T02:00,8.7,14.9,161,25.9
2026-02-10T03:00,8.8,13.7,159,28.8
2026-02-10T04:00,8.6,14.9,163,27.0
2026-02-10T05:00,8.2,12.1,165,28.1
2026-02-10T06:00,8.5,12.1,170,22.3
2026-02-10T07:00,9.1,11.4,199,22.0
2026-02-10T08:00,9.4,10.2,190,20.9
2026-02-10T09:00,10.1,11.3,205,21.2
2026-02-10T10:00,10.8,9.9,195,20.9
2026-02-10T11:00,11.4,9.3,209,18.7
2026-02-10T12:00,11.1,11.1,173,20.2
2026-02-10T13:00,11.4,10.0,165,27.0
2026-02-10T14:00,11.8,9.6,189,30.6
2026-02-10T15:00,13.1,12.8,206,29.2
2026-02-10T16:00,14.7,10.6,235,34.6
2026-02-10T17:00,14.7,8.6,255,30.2
2026-02-10T18:00,14.1,16.0,277,37.8
2026-02-10T19:00,13.6,16.9,271,44.6
2026-02-10T20:00,13.9,16.0,273,44.6
2026-02-10T21:00,13.6,19.4,257,45.7
2026-02-10T22:00,13.2,17.9,265,47.9
2026-02-10T23:00,13.0,18.4,273,45.7
2026-02-11T00:00,13.0,23.6,272,52.2
2026-02-11T01:00,12.4,24.5,270,59.0
2026-02-11T02:00,13.1,33.0,285,59.4
2026-02-11T03:00,12.1,31.9,273,69.1
2026-02-11T04:00,12.1,27.1,278,67.0
2026-02-11T05:00,11.9,25.4,274,56.9
2026-02-11T06:00,10.9,23.8,272,64.8
2026-02-11T07:00,11.1,24.5,273,52.2
2026-02-11T08:00,11.8,24.4,275,52.6
2026-02-11T09:00,11.9,23.2,276,50.0
2026-02-11T10:00,12.1,20.0,277,47.5
2026-02-11T11:00,12.8,18.1,276,42.1
2026-02-11T12:00,14.1,21.7,277,46.1
2026-02-11T13:00,14.4,15.4,277,47.2
2026-02-11T14:00,14.1,13.0,280,33.8
2026-02-11T15:00,14.0,4.2,342,26.6
2026-02-11T16:00,14.0,6.1,85,14.0
2026-02-11T17:00,14.4,7.4,91,16.9
2026-02-11T18:00,13.4,5.5,122,17.3
2026-02-11T19:00,11.9,13.0,127,23.4
2026-02-11T20:00,11.9,12.9,139,23.8
2026-02-11T21:00,11.1,11.5,149,32.0
2026-02-11T22:00,11.8,14.7,174,40.3
2026-02-11T23:00,11.6,18.1,174,33.5
2026-02-12T00:00,11.3,15.7,193,39.2
2026-02-12T01:00,11.6,24.6,279,55.8
2026-02-12T02:00,13.8,37.3,282,72.7
2026-02-12T03:00,13.1,35.8,269,78.5
2026-02-12T04:00,12.4,36.0,269,80.6
2026-02-12T05:00,10.1,42.7,266,88.6
2026-02-12T06:00,8.8,43.6,270,87.8
2026-02-12T07:00,8.9,41.0,275,88.9
2026-02-12T08:00,9.1,32.6,271,96.8
2026-02-12T09:00,9.1,28.0,276,72.4
2026-02-12T10:00,9.1,30.2,276,72.7
2026-02-12T11:00,10.1,30.9,278,67.0
2026-02-12T12:00,10.9,32.0,278,74.2
2026-02-12T13:00,12.2,39.5,285,84.6
2026-02-12T14:00,11.8,30.5,280,87.5
2026-02-12T15:00,12.1,29.2,281,84.2
2026-02-12T16:00,10.8,31.6,281,81.7
2026-02-12T17:00,12.1,33.7,279,76.0
2026-02-12T18:00,11.4,31.0,281,72.4
2026-02-12T19:00,9.9,29.4,275,69.1
2026-02-12T20:00,9.8,22.9,278,61.9
2026-02-12T21:00,9.4,23.0,276,58.0
2026-02-12T22:00,9.1,20.3,276,45.7
2026-02-12T23:00,8.8,18.0,268,48.2
2026-02-13T00:00,8.6,14.6,266,36.7
2026-02-13T01:00,8.1,10.0,240,29.2
2026-02-13T02:00,8.2,5.2,211,19.4
2026-02-13T03:00,7.8,6.9,185,12.6
2026-02-13T04:00,7.5,6.0,175,14.0
2026-02-13T05:00,6.5,5.3,147,11.9
2026-02-13T06:00,5.5,3.9,114,10.4
2026-02-13T07:00,5.9,11.7,131,20.5
2026-02-13T08:00,6.8,15.8,122,31.3
2026-02-13T09:00,7.4,13.5,120,30.2
2026-02-13T10:00,8.1,12.6,114,25.2
2026-02-13T11:00,9.0,16.3,109,31.0
2026-02-13T12:00,10.3,16.2,113,34.2
2026-02-13T13:00,11.2,17.6,127,39.2
2026-02-13T14:00,12.4,14.7,129,40.0
2026-02-13T15:00,12.6,10.1,145,31.7
2026-02-13T16:00,11.8,7.4,186,22.3
2026-02-13T17:00,11.4,4.4,235,15.5
2026-02-13T18:00,10.4,8.4,289,15.5
2026-02-13T19:00,9.8,10.5,276,18.7
2026-02-13T20:00,9.2,11.4,263,23.4
2026-02-13T21:00,8.9,9.6,254,22.0
2026-02-13T22:00,8.6,9.8,262,18.4
2026-02-13T23:00,8.5,12.8,272,23.8
2026-02-14T00:00,8.4,14.9,281,27.7
2026-02-14T01:00,8.3,18.0,284,32.8
2026-02-14T02:00,8.5,20.4,288,32.8
2026-02-14T03:00,8.7,21.0,300,39.6
2026-02-14T04:00,8.2,23.7,297,43.6
2026-02-14T05:00,7.7,23.3,298,47.2
2026-02-14T06:00,7.6,21.1,300,43.9
2026-02-14T07:00,7.4,20.5,297,40.7
2026-02-14T08:00,7.7,22.1,297,40.0
2026-02-14T09:00,7.5,20.4,297,43.2
2026-02-14T10:00,7.2,21.7,301,41.4
2026-02-14T11:00,7.2,21.7,298,43.6
2026-02-14T12:00,7.6,23.4,300,46.4
2026-02-14T13:00,7.7,21.7,296,47.2
2026-02-14T14:00,7.7,24.0,304,43.2
2026-02-14T15:00,8.1,25.0,306,53.3
2026-02-14T16:00,8.6,22.0,308,51.1
2026-02-14T17:00,9.2,28.3,318,67.7
2026-02-14T18:00,8.9,24.1,313,67.3
2026-02-14T19:00,7.8,22.7,312,51.5
2026-02-14T20:00,6.9,22.6,312,47.5
2026-02-14T21:00,6.2,19.0,313,47.2
2026-02-14T22:00,6.3,19.9,314,41.8
2026-02-14T23:00,6.1,21.4,306,44.6
2026-02-15T00:00,5.4,20.6,308,45.7
2026-02-15T01:00,4.9,16.8,314,42.8
2026-02-15T02:00,5.1,14.9,301,34.9
2026-02-15T03:00,4.9,15.2,303,32.8
2026-02-15T04:00,4.3,12.8,302,32.0
2026-02-15T05:00,3.5,10.8,285,26.3
2026-02-15T06:00,3.3,8.9,264,21.2
2026-02-15T07:00,3.2,8.3,271,17.3
2026-02-15T08:00,3.5,7.4,274,16.2
2026-02-15T09:00,3.8,6.8,273,13.3
2026-02-15T10:00,5.2,9.1,280,16.9
2026-02-15T11:00,6.6,10.8,274,18.0
2026-02-15T12:00,7.9,7.7,245,18.7
2026-02-15T13:00,9.1,13.3,257,27.7
2026-02-15T14:00,9.4,13.6,262,35.3
2026-02-15T15:00,10.0,20.1,276,40.0
2026-02-15T16:00,10.5,21.4,271,43.6
2026-02-15T17:00,11.1,22.8,265,47.2
2026-02-15T18:00,10.9,24.2,265,50.4
2026-02-15T19:00,11.0,26.3,267,54.4
2026-02-15T20:00,10.4,25.0,263,55.1
2026-02-15T21:00,9.9,25.3,255,52.2
2026-02-15T22:00,9.7,28.6,257,54.4
2026-02-15T23:00,9.9,28.3,260,58.0
2026-02-16T00:00,9.9,24.1,261,55.8
2026-02-16T01:00,9.6,22.3,263,46.8
2026-02-16T02:00,9.9,19.8,266,42.8
2026-02-16T03:00,9.9,22.0,262,42.8
2026-02-16T04:00,9.8,19.7,255,42.8
2026-02-16T05:00,9.9,22.3,260,42.5
2026-02-16T06:00,9.9,22.1,263,44.3
2026-02-16T07:00,10.1,20.9,262,42.1
2026-02-16T08:00,10.5,20.1,265,40.3
2026-02-16T09:00,10.9,24.8,264,46.8
2026-02-16T10:00,11.2,28.7,262,56.2
2026-02-16T11:00,11.4,26.5,271,57.6
2026-02-16T12:00,11.5,27.3,274,58.7
2026-02-16T13:00,11.6,25.5,276,58.3
2026-02-16T14:00,11.9,29.5,284,60.8
2026-02-16T15:00,11.4,25.9,277,59.0
2026-02-16T16:00,10.6,25.4,270,52.9
2026-02-16T17:00,10.5,24.0,268,49.3
2026-02-16T18:00,10.1,27.2,268,54.7
2026-02-16T19:00,10.1,27.9,267,56.5
2026-02-16T20:00,10.0,25.5,286,61.6
2026-02-16T21:00,9.9,24.9,287,55.1
2026-02-16T22:00,9.1,24.3,282,55.1
2026-02-16T23:00,8.9,24.8,283,50.8
2026-02-17T00:00,8.4,24.0,287,50.0
2026-02-17T01:00,7.8,23.3,285,49.7
2026-02-17T02:00,8.6,22.2,291,45.4
2026-02-17T03:00,8.1,18.6,296,49.3
2026-02-17T04:00,7.5,17.2,290,37.1
2026-02-17T05:00,7.9,17.4,288,35.6
2026-02-17T06:00,7.8,16.4,289,35.3
2026-02-17T07:00,7.4,15.0,291,32.8
2026-02-17T08:00,7.6,13.7,302,30.2
2026-02-17T09:00,7.2,12.4,298,27.4
2026-02-17T10:00,7.8,12.3,291,24.8
2026-02-17T11:00,8.9,15.9,295,34.6
2026-02-17T12:00,9.4,16.5,288,35.6
2026-02-17T13:00,9.4,14.8,294,35.3
2026-02-17T14:00,9.9,12.5,305,32.0
2026-02-17T15:00,11.1,17.0,297,36.7
2026-02-17T16:00,11.1,16.1,288,37.8
2026-02-17T17:00,11.3,15.5,292,37.1
2026-02-17T18:00,10.9,12.4,300,34.2
2026-02-17T19:00,10.6,6.8,305,26.6
2026-02-17T20:00,9.9,3.5,294,14.0
2026-02-17T21:00,9.6,2.5,270,6.1
2026-02-17T22:00,9.6,5.5,207,9.4
2026-02-17T23:00,9.2,7.3,211,13.3
2026-02-18T00:00,8.6,7.1,221,13.7
2026-02-18T01:00,8.6,8.9,261,17.6
2026-02-18T02:00,8.9,8.6,269,16.9
2026-02-18T03:00,8.9,6.3,255,15.1
2026-02-18T04:00,8.3,5.2,226,11.2
2026-02-18T05:00,8.0,6.0,201,10.4
2026-02-18T06:00,7.3,6.0,185,10.8
2026-02-18T07:00,6.7,5.7,169,10.4
2026-02-18T08:00,6.7,6.7,178,11.5
2026-02-18T09:00,6.2,6.6,151,12.2
2026-02-18T10:00,7.0,8.8,141,16.9
2026-02-18T11:00,9.4,8.2,128,19.1
2026-02-18T12:00,11.6,9.3,134,22.7
2026-02-18T13:00,13.8,12.6,136,29.2
2026-02-18T14:00,15.4,14.9,134,35.6
2026-02-18T15:00,16.4,16.4,128,36.7
2026-02-18T16:00,16.6,17.1,130,38.5
2026-02-18T17:00,16.1,16.7,130,37.8
2026-02-18T18:00,14.9,15.8,145,35.6
2026-02-18T19:00,12.9,15.2,156,32.8
2026-02-18T20:00,11.6,7.6,184,29.9
2026-02-18T21:00,11.5,10.3,274,20.2
2026-02-18T22:00,9.4,25.6,293,54.0
2026-02-18T23:00,8.4,22.0,267,49.0
2026-02-19T00:00,8.9,17.3,256,46.1
2026-02-19T01:00,8.2,16.7,248,42.5
2026-02-19T02:00,8.8,18.9,266,44.3
2026-02-19T03:00,8.5,24.9,268,50.8
2026-02-19T04:00,8.1,25.3,265,51.8
2026-02-19T05:00,7.8,27.4,267,57.6
2026-02-19T06:00,7.3,26.0,265,58.0
2026-02-19T07:00,6.9,26.3,263,55.1
2026-02-19T08:00,6.5,25.8,256,60.1
2026-02-19T09:00,6.8,28.2,260,64.8
2026-02-19T10:00,6.1,27.9,259,56.9
2026-02-19T11:00,7.1,23.5,259,58.3
2026-02-19T12:00,7.7,30.1,260,61.2
2026-02-19T13:00,8.4,29.5,259,67.0
2026-02-19T14:00,9.6,29.2,260,72.7
2026-02-19T15:00,9.5,29.4,268,69.1
2026-02-19T16:00,10.1,27.9,267,73.8
2026-02-19T17:00,9.9,30.1,268,73.8
2026-02-19T18:00,9.4,32.4,270,66.6
2026-02-19T19:00,9.1,31.4,273,69.5
2026-02-19T20:00,8.5,31.4,274,66.2
2026-02-19T21:00,8.6,31.1,276,65.2
2026-02-19T22:00,8.2,30.5,277,65.5
2026-02-19T23:00,7.8,26.7,275,61.2
2026-02-20T00:00,7.7,24.0,275,53.6
2026-02-20T01:00,7.6,22.6,279,49.0
2026-02-20T02:00,8.0,23.4,286,46.1
2026-02-20T03:00,8.1,23.4,286,48.2
2026-02-20T04:00,7.8,21.5,286,46.8
2026-02-20T05:00,7.5,19.8,284,43.2
2026-02-20T06:00,7.6,19.8,285,41.0
2026-02-20T07:00,7.5,18.8,284,39.6
2026-02-20T08:00,7.1,16.9,279,38.2
2026-02-20T09:00,6.8,16.5,281,34.6
2026-02-20T10:00,7.6,14.9,281,32.8
2026-02-20T11:00,8.4,19.4,295,46.4
2026-02-20T12:00,9.4,19.1,303,44.3
2026-02-20T13:00,10.5,21.2,306,46.4
2026-02-20T14:00,10.9,18.7,300,47.2
2026-02-20T15:00,11.5,20.5,299,45.0
2026-02-20T16:00,11.6,20.5,299,46.1
2026-02-20T17:00,11.5,18.5,299,45.4
2026-02-20T18:00,11.2,16.8,299,45.7
2026-02-20T19:00,10.5,13.5,291,35.6
2026-02-20T20:00,10.0,11.2,286,28.1
2026-02-20T21:00,9.4,9.6,287,22.3
2026-02-20T22:00,9.2,9.5,284,18.7
2026-02-20T23:00,9.2,10.5,277,20.5
2026-02-21T00:00,8.6,10.6,267,20.9
2026-02-21T01:00,7.7,10.2,262,20.5
2026-02-21T02:00,8.0,9.4,272,19.4
2026-02-21T03:00,7.7,8.5,271,17.6
2026-02-21T04:00,7.3,8.7,257,16.9
2026-02-21T05:00,6.4,9.1,245,17.6
2026-02-21T06:00,6.1,6.9,263,17.3
2026-02-21T07:00,5.6,5.2,276,12.2
2026-02-21T08:00,6.1,4.9,278,9.0
2026-02-21T09:00,5.4,4.2,317,8.6
2026-02-21T10:00,7.4,6.2,352,12.2
2026-02-21T11:00,9.1,4.1,337,13.7
2026-02-21T12:00,11.0,6.0,344,16.6
2026-02-21T13:00,11.9,4.1,358,17.6
2026-02-21T14:00,12.8,4.8,338,16.6
2026-02-21T15:00,13.3,4.7,342,16.9
2026-02-21T16:00,13.7,5.4,4,17.3
2026-02-21T17:00,13.8,5.8,4,17.3
2026-02-21T18:00,13.4,5.6,360,16.6
2026-02-21T19:00,12.0,2.7,332,13.7
2026-02-21T20:00,10.2,4.8,335,6.1
2026-02-21T21:00,9.4,4.6,342,8.6
